property_id;street_address;city;zipcode;state;latitude;longitude;beds;baths;living_area;lot_area
2944899517;2246 Duvall St;Los Angeles;90031;CA;34.087152;-118.229072;5;3;2261;5101
2084446576;220 W 101st St;Los Angeles;90003;CA;33.944379;-118.277041;2;1;796;4054
2370748217;2616 Tilden Ave;Los Angeles;90064;CA;34.033561;-118.430246;5;4;2817;5449
9748859498;8409 N Fusion Way;Los Angeles;91325;CA;34.22315;-118.535314;3;4;1643;1189
2942621465;3136 S Bentley Ave;Los Angeles;90034;CA;34.026187;-118.425435;4;5;2288;5502
1712422598;11222 Bellagio Rd;Los Angeles;90049;CA;34.081324;-118.461262;4;4;2446;25465
1202874083;2003 LA Brea Ter;Los Angeles;90046;CA;34.106825;-118.347314;8;11;10199;286625
2875203981;917 W 70th St;Los Angeles;90044;CA;33.976611;-118.289957;3;2;1300;4681
2805264031;2564 Lake View Ave;Los Angeles;90039;CA;34.103344;-118.254808;3;3;1912;2430
1634124926;8759 S Harvard Blvd;Los Angeles;90047;CA;33.957178;-118.307139;4;3;2054;6504
2040510945;436 W 52nd St;Los Angeles;90037;CA;33.995526;-118.281809;5;2;1481;5001
2820066834;1204 W 37th Dr;Los Angeles;90007;CA;34.01878;-118.294736;4;3;1171;5458
2247911447;901 S Bronson Ave;Los Angeles;90019;CA;34.055932;-118.321346;3;3;2004;7240
2479729821;12235 Tweed Ln;Los Angeles;90049;CA;34.052295;-118.47714;4;4;2737;5036
1880804647;2801 W 12th St;Los Angeles;90006;CA;34.049206;-118.300432;1;1;796;1751
1149575014;2230 Avon St;Los Angeles;90026;CA;34.091064;-118.245506;4;3;2898;4988
2741871514;521 E 23rd St;Los Angeles;90011;CA;34.025341;-118.261947;2;1;756;3691
1620166645;1643 S Fairfax Ave;Los Angeles;90019;CA;34.046389;-118.368202;3;2;1424;6374
2611340290;4433 Don Felipe Dr;Los Angeles;90008;CA;34.007281;-118.352191;2;2;1931;11208
1755699729;2142 Hillsboro Ave;Los Angeles;90034;CA;34.042806;-118.389177;4;3;2300;5937
2337208869;2737 Dunleer Pl;Los Angeles;90064;CA;34.036287;-118.420206;4;3;2033;9884
1681307003;10704 Ashton Ave;Los Angeles;90024;CA;34.059496;-118.435406;4;4;2153;8324
1431294625;4192 Division St;Los Angeles;90065;CA;34.116275;-118.221039;3;2;1332;4812
2148626752;616 N Mariposa Ave;Los Angeles;90004;CA;34.081812;-118.298914;5;2;1998;7123
2258959956;1200 N Beverly Glen Blvd;Los Angeles;90077;CA;34.095157;-118.440355;8;4;3623;16810
1643598699;223 N Avenue 59;Los Angeles;90042;CA;34.112435;-118.191832;3;2;1128;3753
2314290314;2939 Kelton Ave;Los Angeles;90064;CA;34.0307;-118.423769;4;2;1450;5574
1794012267;2736 W 14th St;Los Angeles;90006;CA;34.046054;-118.301469;3;2;1005;5434
2739211111;1333 Brinkley Ave;Los Angeles;90049;CA;34.051806;-118.496829;5;7;5950;8425
2018677262;3253 Blanchard St;Los Angeles;90063;CA;34.046267;-118.19159;3;1;1076;4525
2971909102;1709 W 67th St;Los Angeles;90047;CA;33.978686;-118.307109;2;1;818;4047
1635320585;508 S Sadler Ave;Los Angeles;90022;CA;34.025083;-118.147078;3;1;1072;5480
1826508169;1942 W 20th St;Los Angeles;90018;CA;34.037875;-118.301611;3;1;1338;6791
1448500118;2120 N Berendo St;Los Angeles;90027;CA;34.110124;-118.293713;5;5;3346;6419
2540833126;4615 Don Zarembo Dr;Los Angeles;90008;CA;34.004714;-118.356131;3;2;2068;6382
2194675715;1215 Hilldale Ave;Los Angeles;90069;CA;34.091953;-118.386734;1;1;;6000
1729080474;1260 Bel Air Rd;Los Angeles;90077;CA;34.096635;-118.444656;6;9;8000;76975
1386389164;1411 Hazelwood Ave;Los Angeles;90041;CA;34.121156;-118.215623;5;2;2082;7727
1704421117;698 Moulton Ave;Los Angeles;90031;CA;34.063321;-118.219921;3;4;9180;22843
1510846040;2125 Ames St;Los Angeles;90027;CA;34.110334;-118.280772;4;2;2203;10128
2553736589;11216 Unit St;Los Angeles;90059;CA;33.932356;-118.263953;2;1;838;4458
2201710816;6721 W Hepburn Way;Los Angeles;90038;CA;34.093008;-118.336929;3;4;1969;1538
2260914112;2149 Prosser Ave;Los Angeles;90025;CA;34.048215;-118.425096;3;2;1647;6068
1041614355;2165 Castilian Dr;Los Angeles;90068;CA;34.110554;-118.345113;5;7;7528;20931
1577339853;1811 N Avenue 56;Los Angeles;90042;CA;34.126981;-118.196803;5;3;2392;6877
2997284060;1601 Blue Jay Way;Los Angeles;90069;CA;34.101754;-118.387143;3;4;2658;27042
2925044994;3745 Dalton Ave;Los Angeles;90018;CA;34.019253;-118.304312;3;2;1684;5536
1046113843;3039 Future St;Los Angeles;90065;CA;34.10052;-118.229309;3;2;1234;3911
2413020391;1918 E 105th St;Los Angeles;90002;CA;33.940386;-118.238312;4;1;1188;3251
1214497818;12600 Rosy Cir;Los Angeles;90066;CA;33.982813;-118.419705;4;3;2096;5009
2378763543;2015 W 43rd St;Los Angeles;90062;CA;34.005733;-118.316051;3;1;1250;5501
1957684286;1057 S Gramercy Pl;Los Angeles;90019;CA;34.051214;-118.313636;5;3;3601;8250
1725912869;1492 Stone Canyon Rd;Los Angeles;90077;CA;34.100603;-118.453379;9;13;12817;339768
1323663062;3751 Lankershim Blvd;Los Angeles;90068;CA;34.136761;-118.364596;3;3;1611;6358
2459627489;2710 Sawtelle Blvd;Los Angeles;90064;CA;34.029596;-118.433684;5;4;2074;6094
2952043206;8900 Evanview Dr;Los Angeles;90069;CA;34.097681;-118.382589;3;4;;41452
1713389586;225 W 87th St;Los Angeles;90003;CA;33.958827;-118.276974;3;2;1036;4317
1986455518;9314 Sierra Mar Dr;Los Angeles;90069;CA;34.095518;-118.394332;5;5;3929;5999
2100549223;8581 Cole Crest Dr;Los Angeles;90046;CA;34.103578;-118.378447;5;5;4000;3001
1151733748;2939 11th Ave;Los Angeles;90018;CA;34.028755;-118.32963;3;2;1462;6752
2107673407;7901 Abigail Pl;Los Angeles;90045;CA;33.964885;-118.37711;2;1;1134;5359
2437167498;5335 S Garth Ave;Los Angeles;90056;CA;33.993107;-118.37118;4;4;3069;9034
2511410702;6349 LA Mirada Ave;Los Angeles;90038;CA;34.093363;-118.328388;3;3;1182;2818
2984467725;1427 W 66th St;Los Angeles;90047;CA;33.979344;-118.301192;3;2;1317;4004
2264875674;3283 Tilden Ave;Los Angeles;90034;CA;34.023392;-118.422657;3;2;2213;5776
2133451290;641 W 103rd St;Los Angeles;90044;CA;33.943277;-118.286327;2;2;1406;5110
2495629538;4108 S Bronson Ave;Los Angeles;90008;CA;34.009793;-118.332987;3;2;1732;4896
2890219007;8383 Grand View Dr;Los Angeles;90046;CA;34.103017;-118.373532;5;6;4323;6865
2061051787;150 S June St;Los Angeles;90004;CA;34.07212;-118.334372;6;6;6410;15316
2431467031;215 E 107th St;Los Angeles;90003;CA;33.939555;-118.271149;2;1;930;5201
1743889574;4620 Pickford St;Los Angeles;90019;CA;34.04051;-118.340435;3;1;1632;5502
2819571004;1734 S Burlington Ave;Los Angeles;90006;CA;34.040357;-118.281834;3;2;1231;4497
2513638435;1372 E 111th St;Los Angeles;90059;CA;33.934505;-118.25044;2;1;1105;7549
2683765686;1756 N Serrano Ave;Los Angeles;90027;CA;34.103478;-118.306954;3;2;1382;5410
1019236875;1519 W 69th St;Los Angeles;90047;CA;33.97724;-118.303108;3;1;1120;4683
1817151268;8693 Cadillac Ave;Los Angeles;90034;CA;34.039281;-118.380318;2;1;1000;2993
1331206527;1750 Orchard Ave;Los Angeles;90006;CA;34.041829;-118.288437;3;2;1408;6586
1767616607;2046 Barnett Way;Los Angeles;90032;CA;34.066735;-118.173043;3;3;2732;5225
2479596959;1456 Angelus Ave;Los Angeles;90026;CA;34.08486;-118.268501;2;2;1171;4504
1196154751;3005 7th Ave;Los Angeles;90018;CA;34.027347;-118.325104;3;2;1150;5602
2542892200;11310 Hooper Ave;Los Angeles;90059;CA;33.931692;-118.251863;2;1;796;6123
1922186290;3702 W 59th Pl;Los Angeles;90043;CA;33.985991;-118.337971;2;2;1128;6750
2374155407;10310 Chrysanthemum Ln;Los Angeles;90077;CA;34.106363;-118.445088;4;3;2103;9862
2615812203;3918 S Sycamore Ave;Los Angeles;90008;CA;34.015456;-118.357011;5;5;2768;9727
1379503188;1632 Magnolia Ave;Los Angeles;90006;CA;34.043284;-118.286067;5;2;1524;3478
1294815371;2477 Canyon Oak Dr;Los Angeles;90068;CA;34.115194;-118.313478;4;4;4804;20417
1212925893;8041 Bulwer Dr;Los Angeles;90046;CA;34.120067;-118.37352;5;5;4730;6606
1978980196;3841 Cazador St;Los Angeles;90065;CA;34.112275;-118.225152;3;4;2033;5751
1217041349;2276 Chelan Dr;Los Angeles;90068;CA;34.113407;-118.347746;4;4;3279;14336
1800554626;742 E 91st St;Los Angeles;90002;CA;33.953539;-118.26148;3;2;1265;4631
2052877951;6002 2nd Ave;Los Angeles;90043;CA;33.985342;-118.319339;2;1;947;4800
1566089391;7825 Troost Ave;Los Angeles;91605;CA;34.212805;-118.387004;2;1;768;5459
1995455505;1105 E 102nd St;Los Angeles;90002;CA;33.944358;-118.256239;3;1;817;3301
2618922946;963 N Mariposa Ave;Los Angeles;90029;CA;34.088078;-118.299509;3;2;2012;9001
2480024555;1810 E 108th St;Los Angeles;90059;CA;33.937665;-118.240401;3;2;1254;3129
1550963790;2404 S Cochran Ave;Los Angeles;90016;CA;34.035302;-118.356996;3;1;1288;5552
2601597431;1729 W 59th Pl;Los Angeles;90047;CA;33.986952;-118.307815;2;1;694;3351
1652728855;503 Oleander Dr;Los Angeles;90042;CA;34.124318;-118.182364;3;2;1197;3193
2536147064;10967 Grape St;Los Angeles;90059;CA;33.935627;-118.2372;5;2;1254;3250
1574313089;2152 W 82nd St;Los Angeles;90047;CA;33.964313;-118.317396;2;1;1228;5654
2171098116;379 N Wilton Pl;Los Angeles;90004;CA;34.078173;-118.313833;4;3;2574;6799
1425704733;1223 El Paso Dr;Los Angeles;90065;CA;34.11745;-118.217938;3;2;1598;5207
1397310011;6395 W 80th St;Los Angeles;90045;CA;33.969644;-118.399537;3;3;1573;8912
2432883137;10931 Anzac Ave;Los Angeles;90059;CA;33.936282;-118.238237;5;1;1188;6503
2453734395;1438 Coronado Ter;Los Angeles;90026;CA;34.08326;-118.264954;2;1;954;5005
1612303531;1759 S Crescent Heights Blvd;Los Angeles;90035;CA;34.045167;-118.374626;4;3;2612;7113
2293051875;1311 W 42nd St;Los Angeles;90037;CA;34.007579;-118.298531;3;3;1403;6286
2821202482;1871 N Stanley Ave;Los Angeles;90046;CA;34.104261;-118.357857;6;9;10365;30100
1790919194;1946 S LA Salle Ave;Los Angeles;90018;CA;34.038887;-118.302011;7;4;3970;7501
1410898782;2252 Verde Oak Dr;Los Angeles;90068;CA;34.111027;-118.311464;2;2;1552;9631
1897637481;4331 Milburn Dr;Los Angeles;90063;CA;34.055244;-118.173326;3;1;1027;4657
1455729711;5239 Los Hermosos Way;Los Angeles;90027;CA;34.112994;-118.304988;4;3;3561;14479
1135683588;1036 North Avenue 50;Los Angeles;90042;CA;34.117839;-118.206682;3;3;1481;4433
1483400636;2402 Alsace Ave;Los Angeles;90016;CA;34.035094;-118.353836;5;3;1705;5279
1825464722;1415 S Kenmore Ave;Los Angeles;90006;CA;34.045833;-118.297178;4;2;2296;3315
2477453205;10823 Weigand Ave;Los Angeles;90059;CA;33.93642;-118.230641;3;1;1363;6229
1878622404;4216 W 59th Pl;Los Angeles;90043;CA;33.985918;-118.34867;3;3;1695;5332
2565867616;1142 N Hoover St;Los Angeles;90029;CA;34.092036;-118.284303;3;1;1219;3926
1082362233;8155 Willow Glen Rd;Los Angeles;90046;CA;34.116483;-118.373732;3;4;3345;5850
2560882203;4564 Don Milagro Dr;Los Angeles;90008;CA;34.0088;-118.353521;3;3;4578;7270
2725205414;7082 LA Presa Dr;Los Angeles;90068;CA;34.10835;-118.342105;3;3;3793;11282
2170129201;578 N Gower St;Los Angeles;90004;CA;34.081254;-118.322418;5;3;2040;5615
2955956130;1460 N Doheny Dr;Los Angeles;90069;CA;34.097396;-118.39022;6;7;5156;8446
2745965693;9003 W Wonderland Ave;Los Angeles;90046;CA;34.108461;-118.390636;2;1;776;10110
2794970407;1901 E 70th St;Los Angeles;90001;CA;33.976579;-118.238843;2;1;968;6245
1521358184;1119 W 82nd St;Los Angeles;90044;CA;33.9646;-118.294849;4;4;2968;4589
1422350799;4621 Palmero Dr;Los Angeles;90065;CA;34.114461;-118.216373;2;2;1596;6747
2059081767;2235 Patricia Ave;Los Angeles;90064;CA;34.047751;-118.421519;3;4;2192;6991
1780407049;1843 S Bedford St;Los Angeles;90035;CA;34.044364;-118.382909;4;2;1959;8211
1193589699;5025 Sierra Villa Dr;Los Angeles;90041;CA;34.139767;-118.223236;4;3;1611;6534
2063900446;3424 Halderman St;Los Angeles;90066;CA;34.008881;-118.446186;3;2;1443;6525
1651350015;1417 Nolden St;Los Angeles;90042;CA;34.125515;-118.195623;5;5;3032;9161
2412108338;2326 Ewing St;Los Angeles;90039;CA;34.092132;-118.262389;4;4;1990;7510
2196790797;3113 Granville Ave;Los Angeles;90066;CA;34.020753;-118.439629;4;3;2292;5279
2891990103;1975 Exposition Blvd;Los Angeles;90018;CA;34.018865;-118.31615;2;1;1308;3946
1235441278;12860 Admiral Ave;Los Angeles;90066;CA;33.985537;-118.42829;4;5;3000;5628
1123273940;790 Halliday Ave;Los Angeles;90049;CA;34.074628;-118.47801;3;2;2723;18443
1228519259;6360 Deep Dell Pl;Los Angeles;90068;CA;34.114997;-118.327342;4;3;1750;4678
1331580654;5470 Los Feliz Blvd;Los Angeles;90027;CA;34.107452;-118.308927;5;6;5866;14837
2561731097;1321 Sanborn Ave;Los Angeles;90027;CA;34.096486;-118.278989;5;2;1786;6700
1524038183;2009 N Commonwealth Ave;Los Angeles;90027;CA;34.107961;-118.285413;3;2;1516;6346
2698373935;1308 N Mansfield Ave;Los Angeles;90028;CA;34.094722;-118.340331;3;4;2197;1307
1400986041;5660 Valley Oak Dr;Los Angeles;90068;CA;34.110017;-118.312537;2;2;1882;7680
2052890546;242 S Rimpau Blvd;Los Angeles;90004;CA;34.069389;-118.3299;6;8;6000;17563
2216544895;1515 W 49th St;Los Angeles;90062;CA;33.999403;-118.304049;4;2;1442;5760
1933328807;3744 W 59th Pl;Los Angeles;90043;CA;33.985981;-118.339421;2;2;1254;5807
2244772884;547 N Highland Ave;Los Angeles;90036;CA;34.081719;-118.338941;6;3;3688;7653
1329249102;2780 Creston Dr;Los Angeles;90068;CA;34.119656;-118.326081;6;6;7550;22808
1138599689;7807 Dalton Ave;Los Angeles;90047;CA;33.968827;-118.303843;3;2;1382;5401
2022126792;7228 Woodrow Wilson Dr;Los Angeles;90068;CA;34.124253;-118.349557;2;3;2236;3187
1431594678;6349 W 78th St;Los Angeles;90045;CA;33.971306;-118.397921;5;7;4100;11857
1956133638;1170 Montecito Dr;Los Angeles;90031;CA;34.087637;-118.20031;2;1;1064;9221
1032652614;2126 W 73rd St;Los Angeles;90047;CA;33.973408;-118.316557;2;1;1142;6701
1637644372;4800 Pickford St;Los Angeles;90019;CA;34.041367;-118.343391;2;2;1160;3833
1014309792;4032 LA Salle Ave;Los Angeles;90062;CA;34.009728;-118.305346;5;3;2564;7068
2204720219;836 S Muirfield Rd;Los Angeles;90005;CA;34.059831;-118.329556;4;6;3662;7806
1118455261;3007 S Genesee Ave;Los Angeles;90016;CA;34.027897;-118.371232;3;2;1558;5506
2459034383;4339 2nd Ave;Los Angeles;90008;CA;34.004361;-118.319584;3;2;1456;6520
1450334373;2412 Medford St;Los Angeles;90033;CA;34.063286;-118.196825;1;1;800;5003
2024203994;843 S Citrus Ave;Los Angeles;90036;CA;34.059245;-118.340837;4;3;3749;7657
9231916271;11701 Compton Ave;Los Angeles;90059;CA;33.927582;-118.24653;3;2;1184;4274
1752933826;3209 Dorchester Ave;Los Angeles;90032;CA;34.082614;-118.16465;2;2;1116;5040
1190843391;2036 Holly Hill Ter;Los Angeles;90068;CA;34.10787;-118.33167;4;2;1980;6199
1427030105;765 McCarthy Vis;Los Angeles;90048;CA;34.061918;-118.367282;3;3;2629;9213
1403892785;4745 Cromwell Ave;Los Angeles;90027;CA;34.113507;-118.293774;4;5;;21414
2031949012;7236 W 91st St;Los Angeles;90045;CA;33.954635;-118.420915;3;2;1040;6582
2936879116;1211 W 69th St;Los Angeles;90044;CA;33.977264;-118.296305;3;2;1040;4680
2123472241;103 S Serrano Ave;Los Angeles;90004;CA;34.073545;-118.307075;16;16;4019;7971
2130955175;3079 Passmore Dr;Los Angeles;90068;CA;34.127155;-118.353567;3;3;1946;7532
2808021711;3414 Ferncroft Rd;Los Angeles;90039;CA;34.112423;-118.262848;5;5;2794;9892
1930804169;1129 N Alma Ave;Los Angeles;90063;CA;34.051128;-118.19234;2;1;792;6150
2683247111;5904 S Flower St;Los Angeles;90003;CA;33.98722;-118.281261;2;1;1178;5001
1470478800;329 W 121st St;Los Angeles;90061;CA;33.922837;-118.279332;4;3;2138;8166
2854306011;2230 Kenilworth Ave;Los Angeles;90039;CA;34.099929;-118.267127;3;2;1579;5249
1627773635;2100 Vine St;Los Angeles;90068;CA;34.108735;-118.326332;6;7;6494;15782
2838792007;1444 N Genesee Ave;Los Angeles;90046;CA;34.097493;-118.357855;4;2;2208;6747
2582714420;11720 Avalon Blvd;Los Angeles;90061;CA;33.926668;-118.264921;3;2;1383;1491
2618475755;811 N Kenmore Ave;Los Angeles;90029;CA;34.086244;-118.29727;3;2;1555;5149
1817722853;1842 E 123rd St;Los Angeles;90059;CA;33.920629;-118.239854;2;1;820;5480
2691685662;3874 Arlington Ave;Los Angeles;90008;CA;34.015567;-118.317867;4;3;1730;8082
2911058435;2011 E 120th St;Los Angeles;90059;CA;33.92366;-118.2369;3;3;1492;157805
2788147591;1627 Courtney Ave;Los Angeles;90046;CA;34.100704;-118.357526;4;3;3092;6730
9154625988;824 Cynthia Ave;Los Angeles;90065;CA;34.111191;-118.214312;3;4;2471;5693
1783835516;8920 Cadillac Ave;Los Angeles;90034;CA;34.040292;-118.385444;4;4;2304;4243
1065116325;320 S Pecan St;Los Angeles;90033;CA;34.044614;-118.221552;2;1;755;2749
2037548563;678 Milford St;Los Angeles;90042;CA;34.106389;-118.179922;4;3;3158;6713
1961052742;3741 Harriman Ave;Los Angeles;90032;CA;34.090282;-118.181918;3;1;1116;7514
2976024803;3438 10th Ave;Los Angeles;90018;CA;34.024409;-118.327998;2;2;1255;5807
1733056557;360 N Kenter Ave;Los Angeles;90049;CA;34.064972;-118.482909;3;4;2985;13369
2649959178;439 S Bundy Dr;Los Angeles;90049;CA;34.054648;-118.475835;3;3;2000;7000
1593923198;6130 Poppy Peak Dr;Los Angeles;90042;CA;34.128299;-118.186385;2;1;806;1995
2529774588;1329 E 111th St;Los Angeles;90059;CA;33.93503;-118.251274;4;2;1121;2833
1065824378;1317 Warren St;Los Angeles;90033;CA;34.051853;-118.220093;3;1;782;2040
1796716234;8753 Prince Ave;Los Angeles;90002;CA;33.958083;-118.2484;4;2;1809;5367
2716739747;118 S Cliffwood Ave;Los Angeles;90049;CA;34.056596;-118.485152;6;8;8723;19114
2979769067;1450 Blue Jay Way;Los Angeles;90069;CA;34.097804;-118.386786;5;7;6377;8407
2049039559;6038 5th Ave;Los Angeles;90043;CA;33.984332;-118.322265;2;1;884;4796
2940045161;670 Crenshaw Blvd;Los Angeles;90005;CA;34.060879;-118.31914;8;5;4903;6194
2012078041;2238 Stradella Rd;Los Angeles;90077;CA;34.113753;-118.462348;5;6;6767;14296
2603749410;12227 Tweed Ln;Los Angeles;90049;CA;34.052653;-118.477092;4;4;2838;11883
1196955006;2669 Harlesden Ct;Los Angeles;90046;CA;34.119738;-118.369604;4;4;4311;14810
2544410657;4571 Don Timoteo Dr;Los Angeles;90008;CA;34.00362;-118.355838;3;2;1960;7070
1916419516;3842 Woolwine Dr;Los Angeles;90063;CA;34.054672;-118.181827;2;1;1476;5891
1587323977;1856 N Rowan Ave;Los Angeles;90032;CA;34.064575;-118.187789;2;1;949;5800
2522994112;9422 Sierra Mar Dr;Los Angeles;90069;CA;34.094839;-118.395744;5;6;;11356
1216986413;2376 W 30th St;Los Angeles;90018;CA;34.027128;-118.320353;3;2;1220;4996
2611153960;3903 S Orange Dr;Los Angeles;90008;CA;34.015848;-118.356387;3;2;1942;8185
2770483534;1714 N Fairfax Ave;Los Angeles;90046;CA;34.101821;-118.361255;4;5;3761;7031
1004226924;3405 E Maceo St;Los Angeles;90065;CA;34.094425;-118.223576;5;4;3066;5600
2557955864;1110 N Ardmore Ave;Los Angeles;90029;CA;34.091266;-118.301026;3;3;996;3025
2482746894;1417 Bluebird Ave;Los Angeles;90069;CA;34.097156;-118.392184;4;4;3714;7396
2179193049;962 S Plymouth Blvd;Los Angeles;90019;CA;34.056077;-118.326077;3;2;1730;6604
1377043636;2925 Potomac Ave;Los Angeles;90016;CA;34.028624;-118.344237;3;1;1229;5850
1073878896;5912 S Corning Ave;Los Angeles;90056;CA;33.986112;-118.373457;3;4;2552;8476
2051499111;6415 Madden Ave;Los Angeles;90043;CA;33.981351;-118.325784;4;3;1450;4802
2060228788;4316 Dozier St;Los Angeles;90022;CA;34.041209;-118.17304;3;1;1232;6713
2545546305;956 N Wilton Pl;Los Angeles;90038;CA;34.087854;-118.313224;3;1;1570;6077
1232249002;700 E 76th Pl;Los Angeles;90001;CA;33.970003;-118.262788;2;1;1027;5100
1095193089;3373 Cazador St;Los Angeles;90065;CA;34.107302;-118.230069;3;3;1421;3034
2101179687;3201 Bonnie Hill Dr;Los Angeles;90068;CA;34.129198;-118.358712;4;4;1915;24603
1243192594;12608 Gilmore Ave;Los Angeles;90066;CA;33.98977;-118.427282;5;3;1966;4297
2918850624;2230 Shoredale Ave;Los Angeles;90031;CA;34.088188;-118.23478;6;4;2016;5510
1986573615;13042 Rose Ave;Los Angeles;90066;CA;34.008919;-118.451351;5;4;3014;6701
2875267141;1122 W 124th St;Los Angeles;90044;CA;33.919929;-118.294855;3;2;1331;7501
1855199796;9430 Cresta Dr;Los Angeles;90035;CA;34.046735;-118.394278;6;10;11706;14196
2100762761;747 S Avenue 60;Los Angeles;90042;CA;34.104639;-118.17928;3;3;1853;5609
2145787020;2965 Passmore Dr;Los Angeles;90068;CA;34.125452;-118.351889;3;4;3049;5415
2269331140;315 N McCadden Pl;Los Angeles;90004;CA;34.076807;-118.337594;5;6;4926;11556
1636890830;712 Burwood Ter;Los Angeles;90042;CA;34.128501;-118.18328;2;1;880;2810
1166298064;3420 Blair Dr;Los Angeles;90068;CA;34.134609;-118.345505;6;5;4932;6688
2210749078;758 N Cherokee Ave;Los Angeles;90038;CA;34.085149;-118.334905;3;2;1650;6352
1690461585;13571 Bayliss Rd;Los Angeles;90049;CA;34.075;-118.506414;3;3;2060;27857
1216210126;4533 Yosemite Way;Los Angeles;90065;CA;34.133674;-118.224077;3;2;1392;8509
1587931605;1632 S Sycamore Ave;Los Angeles;90019;CA;34.04421;-118.349191;4;3;1697;5004
1160790839;1271 St Ives Pl;Los Angeles;90069;CA;34.093524;-118.389701;4;6;4401;10903
2662368737;224 N Bowling Green Way;Los Angeles;90049;CA;34.062168;-118.477126;4;4;1609;7000
2056273523;10505 McKinley Ave;Los Angeles;90002;CA;33.94063;-118.261037;3;2;924;3622
2730041763;1857 Lohengrin St;Los Angeles;90047;CA;33.93552;-118.311112;4;2;1815;7654
2165748267;3330 Keeshen Dr;Los Angeles;90066;CA;34.015001;-118.436602;5;5;4220;5785
2621439360;3816 S Dunsmuir Ave;Los Angeles;90008;CA;34.017778;-118.362803;4;2;2001;8124
2748545266;3903 Boyce Ave;Los Angeles;90039;CA;34.123795;-118.262898;3;2;1376;6753
1864530802;5739 2nd Ave;Los Angeles;90043;CA;33.989819;-118.319607;3;2;1209;4922
1382393485;701 E 80th St;Los Angeles;90001;CA;33.966754;-118.262778;2;1;1363;5355
2351457054;420 W 107th St;Los Angeles;90003;CA;33.938921;-118.281241;3;1;1140;5314
1391535379;10985 Bellagio Rd;Los Angeles;90077;CA;34.080509;-118.456324;8;13;14679;28279
2724806861;3012 Hyperion Ave;Los Angeles;90027;CA;34.11091;-118.269259;4;3;3284;7226
2170954127;10630 Putney Rd;Los Angeles;90064;CA;34.038134;-118.419563;4;2;1919;6037
1884531241;1801 S Berendo St;Los Angeles;90006;CA;34.04128;-118.293657;4;2;1653;4144
2352717798;4191 LA Salle Ave;Los Angeles;90062;CA;34.007186;-118.305994;3;1;1264;5207
2951735632;6573 Kentwood Bluffs Dr;Los Angeles;90045;CA;33.979486;-118.40148;4;3;2632;7087
1523860077;4750 Topaz St;Los Angeles;90032;CA;34.083454;-118.188065;3;2;1078;3115
2963449733;7026 Denver Ave;Los Angeles;90044;CA;33.975286;-118.283454;3;2;1346;5400
1772957009;1827 Virginia Rd;Los Angeles;90019;CA;34.041214;-118.334659;6;7;3844;8947
1230222120;2361 Loy Ln;Los Angeles;90041;CA;34.138068;-118.219187;2;1;1196;6098
1161503722;4461 Caledonia Way;Los Angeles;90065;CA;34.131966;-118.235277;3;2;1639;5336
2227638774;867 S Bronson Ave;Los Angeles;90005;CA;34.057085;-118.320724;4;3;2432;7035
2790163101;1748 E 66th St;Los Angeles;90001;CA;33.979469;-118.241726;1;1;456;1210
1836268697;1728 S Holt Ave;Los Angeles;90035;CA;34.046837;-118.37925;2;2;1374;6120
2939358415;1139-1/2 Exposition Blvd;Los Angeles;90007;CA;34.018575;-118.2958;1;1;578;1456
2082620544;730 E 102nd St;Los Angeles;90002;CA;33.943829;-118.261359;3;2;1357;5000
1413557962;8410 Alverstone Ave;Los Angeles;90045;CA;33.962484;-118.396605;5;3;1882;7000
2801778702;339 E El Segundo Blvd;Los Angeles;90061;CA;33.916907;-118.268116;4;1;684;9235
1963646837;4424 Victoria Park Dr;Los Angeles;90019;CA;34.047006;-118.331399;4;4;3574;6312
1284828098;3236 Primera Ave;Los Angeles;90068;CA;34.129327;-118.345318;4;4;3651;6639
1594138570;2128 W 82nd St;Los Angeles;90047;CA;33.964312;-118.316565;3;3;1766;5654
1710186641;1601 Lindamere Pl;Los Angeles;90077;CA;34.103419;-118.458106;5;5;4975;27669
2711417015;1351 N McCadden Pl;Los Angeles;90028;CA;34.09582;-118.337787;4;2;1742;5523
2592690871;5820 Cimarron St;Los Angeles;90047;CA;33.988434;-118.315424;2;1;918;4200
2672764009;230 E 110th St;Los Angeles;90061;CA;33.935413;-118.270553;2;2;762;3992
1302437219;2921 Walton Ave;Los Angeles;90007;CA;34.027998;-118.295112;9;3;2010;6252
1632370278;4130 Parva Ave;Los Angeles;90027;CA;34.11601;-118.283275;5;6;5492;7960
1715355235;2456 Arbutus Dr;Los Angeles;90049;CA;34.079419;-118.503803;5;6;4418;12563
1847373948;1706 S Sherbourne Dr;Los Angeles;90035;CA;34.047594;-118.380129;3;2;1867;5672
1286542332;3412 Troy Dr;Los Angeles;90068;CA;34.13473;-118.345108;3;2;1379;4748
1010140836;9233 Swallow Dr;Los Angeles;90069;CA;34.104923;-118.389417;5;8;7308;15146
2963260255;1953 Sunset Plaza Dr;Los Angeles;90069;CA;34.104397;-118.381523;3;3;1734;15059
1266834486;2305 Canyonback Rd;Los Angeles;90049;CA;34.109735;-118.495308;4;5;4488;97749
1174867674;3558 Division St;Los Angeles;90065;CA;34.107085;-118.223928;3;3;1728;4927
1023783320;1849 W 66th St;Los Angeles;90047;CA;33.97933;-118.310685;3;2;1394;4000
1735627907;615 N Tigertail Rd;Los Angeles;90049;CA;34.071476;-118.480728;5;9;12704;87120
